cpu_usage,memory_usage,error_rate,response_time,failure
48.86,37.48,15.05,2699.44,1
85.9,98.49,0.18,3377.8,1
92.36,69.1,12.42,4798.59,1
45.67,93.27,18.9,1990.79,1
42.63,92.91,16.44,1937.29,1
55.64,23.51,17.97,1043.31,0
95.86,33.39,19.13,2736.08,1
25.24,73.63,15.47,4338.26,1
28.31,63.02,14.05,4883.5,1
71.72,95.18,14.94,853.4,1
46.54,27.0,1.09,3991.65,0
66.0,38.21,5.17,2001.36,0
54.64,21.35,13.47,2720.69,0
69.47,80.48,11.71,3534.32,1
94.24,28.49,15.74,1576.62,1
81.22,55.01,7.9,3337.54,1
62.68,30.91,7.82,4007.67,0
96.81,31.53,13.55,4579.43,1
78.35,49.85,18.99,2812.27,1
29.86,20.4,11.93,2732.05,0
44.38,79.86,18.07,1784.87,1
71.67,61.0,3.22,1181.86,0
35.55,34.51,15.99,4276.03,1
94.59,99.55,9.23,2793.36,1
25.39,27.86,14.51,2487.23,0
30.26,72.44,2.0,3135.63,0
45.42,56.05,12.33,1597.81,0
65.24,49.16,6.33,2198.71,0
39.69,37.72,14.8,2237.01,0
30.74,78.64,17.56,2367.96,1
44.44,64.13,3.52,3072.48,0
88.7,31.2,10.77,1389.85,1
26.12,26.03,0.37,2585.17,0
66.55,52.41,11.8,4540.89,1
63.48,99.9,9.44,3898.47,1
37.86,81.77,14.66,1525.9,1
60.83,51.74,10.04,3347.12,1
84.52,69.12,3.32,2619.27,1
34.33,95.9,13.19,4841.9,1
58.68,48.7,4.38,2489.45,0
49.55,23.42,4.14,4547.86,0
57.57,56.37,0.93,4904.89,0
76.3,61.71,16.59,4190.87,1
63.55,33.91,13.07,1889.95,0
86.84,61.33,7.53,4545.49,1
48.23,89.42,9.74,2462.34,1
60.15,31.12,3.31,477.73,0
36.92,34.95,7.24,3614.78,0
38.43,84.89,14.41,2459.43,1
36.86,32.9,16.67,209.99,0
65.88,32.89,12.59,292.04,0
24.47,40.66,3.6,4795.37,0
65.09,21.49,14.39,3342.55,0
26.86,55.94,19.86,4349.78,1
86.43,68.07,15.89,4120.22,1
72.77,41.16,14.48,1779.09,1
67.25,38.39,7.71,631.99,0
88.77,60.35,8.4,832.85,0
58.07,69.18,0.78,3940.95,0
29.4,58.58,2.61,3057.03,0
91.76,81.99,12.98,2658.02,1
23.48,62.39,4.59,4031.27,0
50.5,67.12,14.83,3831.54,1
27.82,30.71,9.54,1239.31,0
42.66,90.14,8.17,1026.2,0
83.15,66.24,2.36,135.25,0
75.02,45.27,7.25,858.42,0
40.29,88.4,8.47,1891.66,0
74.45,80.4,8.26,3940.56,1
49.62,64.39,5.08,1602.6,0
76.44,78.86,17.1,3330.49,1
55.73,75.94,3.24,1150.84,0
47.08,64.05,13.94,3563.27,1
97.17,20.42,1.82,812.11,0
54.83,25.13,4.44,492.19,0
50.75,98.76,12.28,2652.93,1
67.8,95.66,16.4,3237.43,1
36.14,72.55,16.08,1501.43,0
67.96,61.27,4.63,930.47,0
39.14,20.02,3.15,4984.4,0
48.25,51.61,11.72,2636.94,0
25.49,27.21,5.69,4165.85,0
47.85,97.06,5.53,3071.18,0
94.38,65.99,5.22,2094.96,1
25.79,43.54,18.94,4034.42,1
90.09,85.05,11.5,3501.54,1
65.05,81.6,15.15,4810.07,1
56.86,66.95,0.55,669.71,0
70.69,99.54,13.54,1226.66,1
96.44,61.32,0.19,4177.67,1
27.44,73.9,16.42,472.54,0
58.12,48.28,17.89,1418.47,1
74.65,92.79,9.98,1078.37,1
89.82,36.54,4.06,1323.51,0
32.48,28.54,18.4,3411.48,1
69.11,81.14,10.83,307.09,1
69.65,59.39,19.71,4495.3,1
59.26,98.75,18.32,1473.31,1
66.13,24.33,15.99,2443.77,1
60.2,51.5,13.73,956.52,1
75.86,56.81,13.78,157.92,0
66.48,46.03,12.26,1372.53,0
38.97,57.71,12.26,1893.03,0
36.84,76.06,7.45,4286.2,0
34.39,30.49,11.52,1219.98,0
41.6,38.86,8.64,1966.33,0
96.73,31.96,16.11,965.38,1
99.64,87.95,10.34,3630.75,1
44.0,64.97,11.36,2052.17,0
24.8,85.11,9.53,3186.32,0
46.77,48.88,11.21,4666.04,1
21.59,29.7,17.35,4819.27,0
66.07,71.93,3.49,3923.51,1
73.86,59.0,14.73,4459.2,1
42.92,70.54,2.9,921.12,0
46.99,70.5,11.43,4259.61,1
32.96,38.26,6.34,1527.65,0
71.57,41.7,8.9,4327.75,1
66.95,97.24,8.28,1001.04,0
78.22,72.96,18.81,3533.41,1
33.35,28.24,1.28,4405.59,0
22.11,51.76,15.3,507.93,0
32.42,72.39,17.71,1615.92,0
42.73,70.12,2.63,4208.74,0
73.08,88.83,6.5,2433.16,1
63.25,41.79,8.9,4850.76,1
34.16,67.81,12.62,3215.67,1
61.88,71.16,6.19,1801.12,0
84.38,55.35,7.32,1373.05,0
20.01,85.23,16.96,1785.04,1
20.67,93.77,18.94,2437.63,1
54.43,43.43,4.62,135.37,0
52.94,64.84,7.9,900.02,0
51.18,50.27,5.26,2168.97,0
81.16,92.8,16.15,3454.74,1
79.43,84.7,8.26,4282.06,1
43.17,70.95,12.35,1433.46,0
35.02,21.55,0.99,2721.36,0
28.18,41.54,14.3,3662.82,0
32.05,59.49,6.84,1626.73,0
99.84,57.09,15.83,1718.22,1
96.13,24.48,15.51,449.79,1
35.38,87.32,16.35,4158.44,1
81.45,39.92,15.42,2270.51,1
22.68,56.87,15.42,2653.58,1
57.83,74.52,6.24,1683.01,0
23.37,94.99,10.42,1341.23,0
35.9,91.0,17.27,1167.16,1
70.63,45.96,3.35,1452.89,0
83.13,20.71,0.84,3939.03,0
67.7,49.71,1.79,872.72,0
69.49,94.47,19.94,3163.15,1
71.57,76.11,15.83,716.55,1
98.53,83.08,15.13,4047.07,1
35.44,75.14,7.16,760.19,0
58.82,55.0,5.89,3515.49,0
34.93,47.81,14.65,1449.09,0
93.16,64.36,1.38,859.62,0
41.07,49.37,0.01,3226.33,0
34.84,21.5,17.14,3902.48,0
77.68,72.66,10.78,1998.71,1
59.8,64.12,12.26,1680.74,1
28.84,61.86,1.33,4192.45,0
89.88,36.17,9.71,583.89,0
86.9,72.63,10.52,3536.44,1
49.31,68.48,1.42,4658.03,0
59.31,91.18,1.6,4025.0,0
64.64,95.06,8.32,1908.44,1
85.89,41.27,0.81,444.9,0
95.57,96.85,1.94,3653.34,1
35.16,62.1,4.98,3164.09,0
79.94,53.21,2.11,3229.26,0
56.7,73.22,17.66,917.37,1
52.12,47.0,3.16,4992.32,0
48.19,45.21,19.83,1690.81,1
81.13,54.45,14.52,3081.23,1
37.11,81.26,18.52,1345.04,1
55.8,51.77,14.53,4916.49,1
61.41,99.47,6.04,1571.64,0
88.46,21.74,16.44,3479.62,1
64.29,64.51,18.52,858.1,1
48.45,31.07,7.34,2952.56,0
84.89,27.35,8.0,4597.62,1
77.89,83.43,3.46,4145.96,1
66.1,92.61,11.9,1571.93,1
66.1,26.28,1.12,3877.42,0
85.37,53.32,17.36,4361.95,1
72.22,68.18,0.23,3909.35,0
44.38,23.29,10.8,832.94,0
37.66,24.04,14.63,2025.13,0
67.61,60.38,4.44,1519.94,0
30.58,26.6,11.43,341.62,0
26.81,60.15,15.48,738.84,0
64.74,59.03,13.04,1060.89,1
78.85,39.7,1.43,3906.18,0
93.93,27.17,13.43,2175.35,1
45.66,67.51,0.48,1593.61,0
69.3,99.21,8.84,814.51,1
85.45,35.97,7.48,3812.9,1
28.99,24.36,18.98,4640.98,1
85.61,21.1,13.88,645.26,0
21.82,36.72,10.76,1098.63,0
40.69,58.64,14.6,792.6,0
21.47,66.64,13.27,313.06,0
42.72,83.14,12.36,360.12,0
20.67,51.09,5.43,4275.21,0
89.14,21.53,17.35,3282.11,1
50.46,98.13,1.99,1645.73,0
62.52,34.91,10.01,2344.13,0
21.72,39.79,10.59,1734.49,0
32.56,47.74,7.04,3163.63,0
98.26,60.1,16.24,3166.38,1
91.23,85.19,0.59,2819.2,1
32.14,91.77,13.14,530.2,0
96.85,69.0,12.51,1214.4,1
32.22,97.64,18.19,1713.5,1
36.54,31.09,10.83,4020.51,0
44.72,76.41,10.48,762.74,0
98.06,31.61,18.66,4593.85,1
64.59,95.89,2.37,1656.23,1
78.17,81.23,17.6,2128.8,1
55.44,94.7,17.88,4672.93,1
82.33,28.54,3.69,3835.99,0
41.35,65.36,4.62,1237.69,0
48.74,75.05,9.53,2561.39,1
76.96,49.92,17.04,2508.08,1
35.46,22.58,15.29,173.57,0
53.04,79.39,19.76,3813.11,1
94.17,98.85,17.34,2500.72,1
56.6,39.74,8.1,304.95,0
50.43,45.03,12.23,3738.09,1
62.02,90.06,15.74,2651.18,1
86.16,23.39,19.92,2641.64,1
78.81,64.62,10.32,3190.18,1
43.29,51.84,6.09,4155.34,0
53.8,69.05,1.09,2633.15,0
86.39,56.14,14.45,654.54,1
95.03,75.69,2.71,2126.44,1
34.31,67.23,14.25,1089.47,0
40.01,75.34,18.14,4002.78,1
29.88,29.13,8.99,1878.42,0
50.73,83.29,10.23,4753.79,1
50.45,81.46,18.25,2870.91,1
32.01,89.51,3.58,3589.03,0
44.76,81.49,8.93,3169.62,0
30.53,36.23,12.45,1340.24,0
88.43,63.48,0.12,4425.24,1
67.11,58.06,8.2,489.08,0
39.58,63.79,12.4,2831.99,1
23.91,31.86,13.07,279.93,0
73.36,87.04,5.97,4609.89,1
53.36,34.26,13.44,3094.34,1
67.6,82.98,3.55,2331.16,1
94.52,27.45,5.99,1905.99,0
25.41,54.19,11.01,1534.88,0
75.57,41.95,10.54,2670.77,1
68.96,28.74,14.59,3182.0,1
58.69,75.09,18.68,4932.76,1
68.71,45.32,10.51,4975.62,1
30.38,65.01,10.39,3196.1,0
34.39,68.75,14.17,4898.36,1
21.92,70.04,2.36,4255.54,0
99.92,53.12,6.68,2846.04,1
20.9,36.09,5.63,3971.96,0
60.54,45.91,0.12,3460.6,0
77.95,69.28,0.58,960.58,0
47.03,73.8,18.32,4006.55,1
58.52,70.18,17.84,2731.14,1
82.72,53.12,14.85,4192.02,1
78.0,45.24,10.72,1120.49,0
83.96,91.04,7.07,4851.11,1
22.49,98.69,12.53,4227.79,1
51.17,67.62,17.29,3782.55,1
45.16,22.53,8.28,2535.57,0
56.15,96.06,4.32,1581.36,0
82.8,82.22,18.27,2274.49,1
58.61,60.0,3.8,4625.82,1
61.89,82.04,2.87,4371.82,1
95.04,74.14,2.65,3650.4,1
77.09,61.79,0.08,4668.45,1
67.54,26.97,9.34,326.08,0
72.72,45.0,11.55,1629.5,1
45.67,35.4,5.53,1663.83,0
29.41,31.95,5.47,174.76,0
61.12,36.53,7.01,1660.58,0
76.35,42.66,4.9,449.09,0
47.1,55.49,2.6,2406.6,0
28.47,24.3,8.53,977.02,0
67.42,86.89,13.99,3119.95,1
85.4,77.03,13.42,2714.08,1
80.46,57.26,2.64,4082.97,1
57.46,56.45,13.69,3580.06,1
38.54,37.9,17.22,3123.02,1
51.37,75.97,13.3,3965.02,1
56.26,22.42,9.51,1822.06,0
33.66,81.44,12.09,724.23,0
85.4,83.74,6.52,3282.31,1
62.62,52.07,8.27,3142.29,1
97.91,50.71,6.81,4088.19,1
82.75,54.83,15.75,2768.18,1
73.01,26.23,18.62,2913.52,1
67.37,57.03,11.1,4127.91,1
96.47,25.57,2.17,4088.93,1
50.31,59.54,13.2,543.61,0
90.98,92.26,12.72,100.9,1
31.94,62.5,7.8,2931.86,0
74.52,45.33,11.41,4574.7,1
95.47,54.78,19.65,1786.9,1
20.65,98.91,8.08,725.02,0
49.54,63.91,1.06,3546.44,0
48.74,88.9,17.31,1252.68,1
51.54,45.45,7.66,1969.67,0
73.0,57.99,3.76,1984.52,0
87.2,32.34,19.95,3383.32,1
25.74,21.26,14.43,2484.84,0
99.22,26.77,12.84,2137.69,1
83.11,68.35,8.51,981.01,1
64.16,56.0,7.11,1010.38,0
66.24,87.74,4.73,2558.47,1
63.69,49.36,19.56,2883.93,1
29.05,58.52,13.81,796.23,0
98.69,98.69,15.58,2378.19,1
91.19,27.08,9.45,3734.26,1
26.25,70.7,15.96,1631.25,0
47.48,82.28,9.38,2612.05,1
78.71,53.68,19.21,4011.29,1
22.83,93.83,14.99,3662.16,1
24.91,57.85,3.38,352.94,0
84.71,69.95,5.74,504.3,0
88.12,42.23,2.65,1476.76,0
21.14,28.92,3.49,2999.67,0
55.73,84.63,5.23,3533.8,1
83.95,88.96,6.86,513.57,0
94.72,32.33,9.92,4968.57,1
39.04,55.21,12.75,1133.2,0
47.61,71.38,15.11,668.37,0
51.9,44.11,14.92,3786.9,1
50.38,76.45,9.49,811.23,0
20.95,94.18,8.98,3424.62,1
74.63,23.28,18.35,3223.38,1
54.54,93.44,17.17,1741.34,1
27.86,72.35,7.82,3888.44,0
78.75,67.1,3.9,1753.29,0
34.39,63.81,13.46,4175.28,0
27.82,28.31,8.92,1175.14,0
35.45,21.9,1.84,4698.68,0
86.84,96.04,12.76,3569.57,1
88.52,30.39,13.13,4509.5,1
97.37,91.68,13.91,1341.35,1
94.89,71.1,18.45,1454.28,1
92.27,81.59,6.47,893.63,1
82.17,50.62,6.65,394.29,0
41.17,55.25,9.83,4650.07,1
34.28,59.36,2.88,3866.67,0
71.47,93.01,14.31,606.11,1
65.71,40.05,8.92,4492.91,1
71.23,94.63,13.29,1405.54,1
92.37,65.97,10.31,4705.56,1
54.88,87.52,15.62,3948.37,1
20.26,96.33,16.36,2462.13,1
94.8,48.71,13.64,2063.01,1
96.71,27.25,10.69,4808.54,1
56.77,81.32,12.96,965.43,0
50.73,35.28,13.92,4492.66,1
48.74,26.79,12.66,3703.09,0
35.45,77.58,11.86,2497.24,0
63.24,44.62,10.68,4187.83,1
99.67,22.96,1.12,3960.11,0
29.45,84.57,13.35,2346.01,1
89.94,31.92,11.59,4631.6,1
31.33,72.31,9.42,4598.29,0
76.1,30.44,3.44,344.79,0
83.5,56.49,3.41,2996.11,1
28.51,59.77,15.98,1180.81,0
54.1,84.92,19.64,3424.15,1
98.07,66.08,2.75,4198.49,1
81.14,67.45,6.71,691.65,0
53.21,75.7,11.07,2249.44,1
23.26,28.0,16.95,3100.96,0
21.25,58.96,0.13,979.12,0
72.14,90.95,8.32,4056.32,1
75.39,36.49,12.8,2663.13,1
95.05,68.84,0.75,982.0,0
96.02,70.18,15.65,1804.48,1
38.85,29.4,10.6,568.85,0
80.89,63.18,4.39,3874.62,1
42.11,35.5,15.93,3457.69,1
57.95,34.11,13.4,311.27,0
42.81,54.77,6.69,4045.25,0
23.47,79.23,18.5,961.85,1
58.8,29.29,17.9,3634.88,1
46.08,35.9,13.54,1695.86,0
46.09,27.85,14.75,4362.44,1
37.65,57.68,9.69,4463.4,0
94.23,56.4,7.75,768.38,1
70.56,98.04,4.04,723.34,1
24.77,30.92,17.03,2347.04,0
47.49,90.91,12.07,3968.78,1
68.92,33.59,19.4,4289.52,1
88.56,59.14,19.91,2998.75,1
42.33,78.4,14.72,1308.61,0
66.36,91.35,11.84,829.95,1
20.41,98.41,0.8,2406.2,0
22.69,62.49,9.59,4010.29,0
56.2,39.24,11.17,160.87,0
95.99,30.62,5.92,3273.44,0
58.38,44.39,14.07,4303.82,1
21.95,56.39,15.44,4383.58,1
83.19,49.63,9.29,3203.67,1
25.66,91.47,6.66,260.3,0
41.58,95.69,10.85,3992.95,1
26.48,90.47,14.72,368.58,0
73.97,91.04,2.22,1891.4,1
49.25,34.02,11.18,428.33,0
36.38,98.5,4.77,656.43,0
95.13,66.41,19.18,1127.99,1
38.03,48.22,5.35,3433.11,0
25.07,47.62,9.72,2680.74,0
76.79,74.26,10.66,1532.1,1
83.99,95.63,16.18,4710.29,1
91.35,56.63,1.6,4499.93,1
96.53,28.75,5.52,3515.7,1
90.0,61.66,12.55,1536.53,1
63.31,30.56,6.93,2274.91,0
43.32,25.04,17.44,1238.41,0
71.57,52.94,6.86,3265.65,0
67.47,75.75,16.84,2281.76,1
30.56,83.15,3.43,1374.04,0
97.66,81.58,0.95,1830.29,1
33.31,93.93,14.24,1497.71,1
87.15,75.43,13.33,852.08,1
23.29,45.33,2.53,1376.0,0
65.0,22.78,6.34,1784.85,0
63.19,33.01,6.03,4610.13,0
59.95,31.63,9.16,1669.07,0
79.08,98.05,6.63,3556.71,1
43.19,95.52,19.61,2911.27,1
65.22,92.55,8.84,3476.82,1
92.01,31.15,11.02,1609.6,0
87.27,55.68,1.85,369.66,0
66.67,37.77,18.71,1461.84,0
63.07,55.64,13.43,528.15,0
35.56,45.42,12.1,4722.67,1
48.89,31.84,17.08,1911.19,0
42.77,48.11,19.55,4384.08,1
78.23,55.54,19.85,4038.06,1
84.45,97.63,8.48,4492.5,1
66.97,26.89,4.16,2425.6,0
98.93,25.29,19.2,3804.96,1
52.76,93.15,8.29,2823.49,1
80.42,30.95,3.72,1970.67,0
23.38,86.1,16.69,1589.18,1
57.08,22.15,0.05,1387.12,0
86.74,57.8,13.08,4474.16,1
59.35,75.03,4.9,684.84,0
99.55,25.34,14.91,2947.22,1
89.47,70.24,9.52,3501.8,1
61.0,66.02,16.91,897.95,1
45.57,90.27,2.71,900.21,0
53.56,92.97,7.12,1520.3,0
94.91,61.11,15.33,997.91,1
80.21,63.5,17.45,4151.43,1
44.09,74.84,13.77,569.58,0
85.87,21.03,10.36,1927.77,0
47.23,92.86,2.05,857.32,0
35.07,91.76,12.27,4173.94,1
62.57,64.09,15.13,658.44,1
26.11,85.51,18.47,2449.64,1
49.01,85.36,17.79,3028.48,1
47.36,76.79,0.58,4091.41,0
88.55,31.39,4.53,714.19,0
26.29,75.27,15.68,480.9,0
80.59,23.4,2.16,3985.97,0
24.74,29.51,5.06,424.61,0
80.36,82.59,18.4,1106.47,1
34.78,48.12,1.82,4244.72,0
95.9,47.83,3.21,2553.11,1
39.35,65.62,1.98,2932.86,0
37.36,35.32,5.64,4518.14,0
97.89,27.89,4.28,2570.56,0
49.32,67.15,8.79,4792.96,1
48.39,50.37,4.29,1215.02,0
98.77,29.89,2.21,765.97,0
76.38,64.57,0.81,1707.77,0
42.69,68.03,6.24,4883.28,1
64.31,43.25,17.11,1025.05,0
87.28,58.05,13.58,978.56,1
59.33,28.41,8.76,3326.89,0
31.47,52.05,11.81,598.44,0
98.23,25.18,19.5,1759.3,1
99.25,29.82,16.76,3653.48,1
77.08,66.55,5.46,3968.51,1
52.02,58.07,12.06,2081.77,0
42.31,81.44,2.16,1328.38,0
70.27,30.77,1.99,358.98,0
74.25,97.77,7.65,3428.1,1
69.76,27.71,1.53,3782.89,0
83.42,36.15,13.24,2502.23,1
47.49,88.77,10.93,4767.64,1
54.43,93.2,7.67,1641.34,0
56.77,22.63,11.13,4315.77,0
76.48,59.32,2.69,3607.04,1
28.75,74.0,13.2,3458.33,1
58.07,88.35,10.13,2017.79,1
97.67,69.36,7.06,4891.14,1
22.25,23.61,16.74,1809.5,0
22.15,91.31,6.83,577.02,0
48.59,48.1,13.22,1313.31,0
67.4,92.83,1.31,1594.07,0
21.58,46.09,9.22,4330.51,0
92.11,41.33,13.92,2981.15,1
50.22,51.22,11.45,4060.8,0
74.01,46.88,10.06,3848.03,1
69.19,49.07,8.72,2535.06,1
82.97,87.23,10.72,1508.04,1
99.7,52.16,4.52,3740.15,1
87.53,27.58,6.74,429.62,0
58.02,36.78,15.91,3292.53,1
84.33,54.63,10.8,1080.38,1
70.0,56.26,15.27,984.94,0
76.27,89.02,11.54,1143.47,1
79.38,57.38,18.74,2710.32,1
81.53,54.7,11.32,3171.12,1
49.14,31.82,3.01,3458.0,0
54.83,45.49,16.6,415.69,0
53.0,85.9,12.92,1356.59,1
52.47,29.08,3.84,1303.37,0
57.13,64.79,8.72,3269.92,0
32.75,30.91,5.17,4037.34,0
34.08,88.2,19.28,2480.63,1
88.77,26.71,12.03,4349.14,1
52.56,49.07,13.15,542.5,0
77.94,31.24,2.24,3698.95,0
61.76,86.32,18.99,4664.62,1
90.77,39.05,2.45,4052.77,0
66.75,51.2,14.97,1256.1,1
31.54,34.01,19.4,2253.43,0
67.16,59.23,7.49,4748.68,1
53.9,74.62,19.27,4409.22,1
49.04,77.25,16.43,203.26,1
68.47,87.32,13.24,4710.16,1
83.1,39.17,11.05,1615.42,1
49.03,84.98,2.44,4348.07,1
51.08,92.78,7.86,4892.16,1
27.22,85.82,4.71,1130.89,0
93.27,70.51,17.59,3857.03,1
22.71,89.32,16.46,4708.43,1
53.04,87.29,14.35,4396.13,1
85.95,75.88,10.13,1824.1,1
85.07,79.02,9.07,234.02,0
71.33,70.41,15.82,766.85,1
70.26,45.1,1.64,873.33,0
97.57,86.45,15.26,4250.11,1
83.41,45.55,9.57,3702.34,1
75.0,86.14,15.99,1073.45,1
34.55,90.11,18.9,4433.27,1
95.85,93.85,12.94,3170.47,1
97.93,35.86,14.03,926.9,1
54.31,40.81,1.78,1902.81,0
29.39,77.49,8.7,4607.95,1
73.89,29.48,14.27,1033.67,1
82.57,43.04,9.88,737.98,0
68.01,99.62,5.66,3418.22,1
52.68,31.68,5.8,1382.82,0
92.59,49.57,13.69,2345.0,1
30.66,45.86,13.86,3465.58,0
76.68,78.89,5.12,566.87,0
46.63,38.79,18.16,4984.02,1
97.38,67.86,14.96,323.01,1
69.57,44.2,7.89,1917.42,0
64.76,66.44,5.21,2568.36,1
90.23,30.55,6.35,2699.08,0
29.35,23.53,2.56,4371.23,0
79.83,94.1,5.66,4396.99,1
80.93,41.1,6.26,4474.09,1
99.57,81.09,3.03,4279.86,1
83.86,24.26,2.97,1226.32,0
40.82,76.48,8.73,4976.49,1
23.26,48.52,14.18,2477.48,0
87.67,89.35,2.47,558.53,1
34.45,33.46,10.17,1436.68,0
66.85,66.68,19.43,2677.48,1
53.31,26.15,15.37,3416.85,1
22.08,74.5,13.61,2031.43,0
96.1,86.96,3.08,497.21,1
72.76,56.32,19.1,3011.6,1
97.58,72.49,19.02,1692.09,1
78.75,96.59,11.38,1135.7,1
71.49,45.85,1.11,446.55,0
50.51,51.91,3.56,4828.74,1
27.14,88.19,3.26,3919.51,0
80.2,72.33,2.41,2505.14,0
84.51,44.81,13.7,743.3,1
86.56,61.01,9.79,4438.52,1
65.04,53.85,15.13,4073.87,1
54.73,54.08,0.81,1774.55,0
37.94,74.9,3.1,2527.08,0
61.97,43.26,8.75,4545.32,1
31.89,30.22,18.06,4223.54,1
43.64,23.82,1.53,320.97,0
53.99,27.56,13.22,2885.54,0
40.39,26.54,10.07,658.28,0
34.36,34.58,7.86,508.12,0
43.81,66.98,9.1,3384.27,1
41.21,97.34,17.43,1017.24,1
79.76,68.32,17.43,621.02,1
20.47,29.33,3.43,2437.89,0
89.5,97.26,12.04,2484.94,1
97.91,48.86,13.48,3482.44,1
44.21,30.01,0.28,648.37,0
97.64,88.72,4.18,3278.25,1
54.86,70.08,15.8,1035.48,1
57.07,57.92,0.44,913.92,0
76.21,97.11,9.43,4313.0,1
36.11,65.55,16.68,349.52,0
70.43,77.05,19.59,4258.22,1
67.67,64.34,5.82,2488.73,0
67.28,68.92,13.57,4101.78,1
77.14,62.26,8.44,1647.67,0
91.43,53.37,9.47,2524.47,1
47.74,75.8,0.42,1511.25,0
47.51,38.57,4.39,4554.44,0
68.17,87.4,13.14,742.68,1
76.91,96.78,16.66,3398.23,1
83.68,83.98,16.89,3147.03,1
79.94,73.36,2.58,1077.47,0
28.07,53.28,19.88,1587.89,0
23.76,21.45,17.62,1849.51,0
86.24,91.56,0.64,411.96,0
69.41,29.66,4.48,1363.33,0
48.42,23.73,17.55,1410.71,0
75.21,61.23,13.39,3561.38,1
55.03,56.57,16.83,643.56,0
68.85,82.57,18.95,4135.69,1
28.43,70.39,17.42,4563.83,1
43.37,55.32,10.12,3689.5,0
71.77,46.77,2.76,4258.12,0
53.26,81.52,4.91,4064.81,1
60.4,26.82,7.45,3798.74,0
73.2,32.13,15.07,2166.44,0
84.14,53.07,8.19,2347.89,1
83.57,48.94,0.6,813.36,0
84.5,95.49,1.7,1642.54,1
33.15,24.92,15.18,3334.86,0
92.2,24.62,12.63,3595.51,1
61.58,43.66,8.04,3436.27,0
44.35,79.42,18.18,138.72,0
62.22,93.64,14.01,2286.33,1
63.55,83.07,13.04,3517.61,1
82.53,52.36,3.95,1577.5,0
46.76,78.01,14.8,717.43,1
42.71,27.43,11.04,2654.55,0
32.8,22.23,15.93,3003.27,0
81.93,78.12,19.74,641.17,1
49.84,70.16,7.09,333.89,0
29.98,43.84,14.74,2320.42,0
84.43,99.12,11.31,4482.26,1
62.66,67.64,7.01,1494.22,0
77.19,73.79,14.29,2646.37,1
46.23,66.59,16.46,1870.21,0
76.93,86.28,1.64,404.75,0
58.1,55.69,7.39,2678.65,0
61.52,51.58,5.27,2544.25,0
55.21,94.48,9.79,4869.04,1
31.55,30.17,14.22,733.99,0
89.06,29.44,4.25,2419.44,0
95.53,49.55,19.04,3047.84,1
29.67,65.74,0.81,851.19,0
99.28,44.26,9.72,3976.9,1
67.17,23.89,17.89,4456.38,1
85.53,59.1,2.45,1808.38,0
53.41,65.84,11.32,4511.41,1
58.02,77.6,12.11,3833.56,1
56.87,55.99,8.98,4345.09,1
83.98,73.16,8.19,1240.83,1
63.28,96.65,17.8,3705.97,1
89.28,76.58,11.44,4001.18,1
64.88,29.9,11.19,1042.89,0
66.15,24.23,11.4,1028.04,0
91.75,29.62,18.72,980.74,1
82.94,39.62,14.11,4449.51,1
84.55,68.55,8.04,320.42,1
21.86,54.96,8.3,4312.28,0
40.57,29.17,1.99,923.96,0
40.44,27.17,6.14,2095.65,0
69.16,46.02,0.54,386.66,0
45.6,53.03,6.48,1940.01,0
29.68,36.2,15.04,2971.54,0
80.19,50.8,2.3,397.1,0
52.57,58.73,8.15,1245.33,0
41.53,97.08,13.5,1306.95,1
82.82,44.37,8.13,511.15,0
36.28,97.43,7.47,4928.01,1
63.0,53.9,18.23,2313.54,1
57.17,86.35,5.78,4863.2,1
94.68,58.57,11.96,4213.49,1
48.11,70.58,11.7,2600.61,0
79.13,65.05,6.01,2036.99,0
31.17,64.52,5.59,2216.62,0
96.59,45.46,13.64,1778.91,1
80.22,56.22,4.92,4916.81,1
56.78,67.96,0.32,3490.04,0
20.16,58.12,18.03,3396.26,1
91.62,76.26,15.25,2736.84,1
71.93,26.2,0.62,4177.21,0
73.78,48.24,16.26,4154.59,1
34.17,81.44,13.94,141.31,0
94.9,55.57,4.43,196.93,0
93.71,48.63,1.8,3105.87,0
77.42,38.74,9.88,1878.7,0
92.36,76.56,4.18,1060.83,1
51.69,89.59,11.38,2520.66,1
72.79,65.26,13.65,2869.19,1
30.26,25.2,5.19,2892.53,0
61.85,82.58,3.84,3422.1,1
75.44,62.64,5.06,2844.57,1
95.03,71.28,18.86,354.13,1
54.6,99.61,5.48,3432.85,1
48.92,80.72,17.68,1200.29,1
53.6,55.91,0.1,1053.58,0
65.75,22.03,14.75,4892.67,1
25.96,40.0,3.29,1622.95,0
27.74,58.4,16.16,3003.4,1
46.74,40.03,2.16,1267.96,0
24.35,46.69,15.88,4723.38,1
69.57,81.13,12.51,2936.78,1
24.85,22.67,6.27,4253.69,0
30.2,93.53,8.84,1577.21,0
25.26,74.21,11.19,1545.09,0
27.67,80.16,4.66,3037.92,0
20.85,50.71,15.9,4411.7,1
47.17,95.01,15.66,2324.98,1
35.4,28.22,11.9,430.97,0
35.49,65.86,12.75,1355.8,0
77.97,55.57,4.86,4005.43,0
44.93,54.87,19.19,3796.43,1
90.82,82.04,2.95,1612.5,1
49.51,20.65,11.73,3423.67,0
60.57,86.81,17.17,2168.1,1
36.03,92.68,15.71,1773.6,1
75.58,98.55,12.0,1722.61,1
97.05,69.29,8.37,895.17,1
83.14,23.38,4.39,118.12,0
